id,name,url,platform,catalog_type,government_level,country,country_name,owner_name,owner_type,api_endpoint,dataset_count,status
open-data.ble.de,Open Data from the Federal Agency for Agriculture and Food (Germany),https://open-data.ble.de,ckan,Open data portal,federal,DE,Germany,Federal Agency for Agriculture and Food (Germany),Central government,https://open-data.ble.de/api/3,35,active
opendata.monre.gov.vn,Open data gate of the Environmental resources industry (Vietnam),https://opendata.monre.gov.vn,ckan,Open data portal,federal,VN,Vietnam,Ministry of natural resources and environment of Vietnam,Central government,https://opendata.monre.gov.vn/api/3,0,active
data.grobogan.go.id,Open Data Grobogan,https://data.grobogan.go.id,ckan,Open data portal,local,ID,Indonesia,Pemerintah Kabupaten Grobogan (Grobogan Regency Government),Local government,https://data.grobogan.go.id/api/3,729,active
opendata.hautsdefrance.fr,OPEN DATA Hauts-de-France,https://opendata.hautsdefrance.fr,ckan,Open data portal,state,FR,France,Région Hauts-de-France ,Regional government,,0,active
opendata-east-mikawa.jp,Open Data HIGASHI-MIKAWA,https://opendata-east-mikawa.jp,ckan,Open data portal,local,JP,Japan,Higashi-Mikawa Wide Area Union,Local government,https://opendata-east-mikawa.jp/api/3,0,active
opendata.city.higashihiroshima.lg.jp,Open Data Higashihiroshima City,http://opendata.city.higashihiroshima.lg.jp,ckan,Open data portal,local,JP,Japan,Higashihiroshima City,Local government,http://opendata.city.higashihiroshima.lg.jp/api/3,0,active
opingogn.is,Open Data Iceland (Öppin gögn),https://opingogn.is,ckan,Open data portal,federal,IS,Iceland,Digital Iceland,Central government,https://opingogn.is/api/3,0,active
opendata.city.imizu.toyama.jp,Open Data Imizu City,https://opendata.city.imizu.toyama.jp,ckan,Open data portal,local,JP,Japan,Imizu City,Local government,https://opendata.city.imizu.toyama.jp/api/3,168,active
opendata.ps,Open Data in Palestine,http://opendata.ps,ckan,Open data portal,federal,PS,Palestine,Ministry of Telecom and Information Technology of Palestine,Central government,http://opendata.ps/api/3,0,active
catalog.data.ug,Open Data in Uganda,http://catalog.data.ug,ckan,Open data portal,federal,UG,Uganda,African Centre for Media Excellence,Civil society,http://catalog.data.ug/api/3,0,active
data.baritotimurkab.go.id,Open Data Kabupaten Barito Timur,https://data.baritotimurkab.go.id,ckan,Open data portal,local,ID,Indonesia,Pemerintah Kabupaten Barito Timur,Local government,https://data.baritotimurkab.go.id/api/3,8,active
opendata.bovendigoelkab.go.id,Open Data Kabupaten Boven Digoel,https://opendata.bovendigoelkab.go.id,ckan,Open data portal,local,ID,Indonesia,Pemerintah Kabupaten Boven Digoel,Local government,https://opendata.bovendigoelkab.go.id/api/3,0,active
opendata.brebeskab.go.id,Open Data Kabupaten Brebes,https://opendata.brebeskab.go.id,ckan,Open data portal,local,ID,Indonesia,"Dinkominfotik Kab. Brebes (Department of Communication and Informatics, Brebes Regency)",Local government,https://opendata.brebeskab.go.id/api/3,0,active
data.demakkab.go.id,Open Data Kabupaten Demak,https://data.demakkab.go.id,ckan,Open data portal,local,ID,Indonesia,Demak Regency,Local government,https://data.demakkab.go.id/api/3,27218,active
data.mahakamulukab.go.id,Open Data Kabupaten Mahakam Ulu,https://data.mahakamulukab.go.id,ckan,Open data portal,local,ID,Indonesia,Pemerintah Kabupaten Mahakam Ulu,Local government,https://data.mahakamulukab.go.id/api/3,599,active
data.pemalangkab.go.id,Open Data Kabupaten Pemalang,https://data.pemalangkab.go.id,ckan,Open data portal,local,ID,Indonesia,Pemalang Regency,Local government,,0,active
opendata.kebumenkab.go.id,Open Data Kebumen Kabupaten,https://opendata.kebumenkab.go.id,ckan,Open data portal,state,ID,Indonesia,Pemerintah Kabupaten Kebumen,Regional government,https://opendata.kebumenkab.go.id/api/3,0,active
ckan.opendatalaquila.it,Open Data L'Aquila - portale CKAN,https://ckan.opendatalaquila.it/,ckan,Open data portal,state,IT,Italy,Fondazione openpolis,Civil society,https://ckan.opendatalaquila.it/api/3,11,active
datalatih.siat.web.id,Open Data Latih di Aceh,https://datalatih.siat.web.id/,ckan,Open data portal,state,ID,Indonesia,Pemerintah Aceh (Diskominfosa Aceh),Regional government,https://datalatih.siat.web.id/api/3,194,active
opendata.nrct.go.th,Open data National Research Agency (NRCT),https://opendata.nrct.go.th,ckan,Open data portal,federal,TH,Thailand,"National Research Agency (NRCT), Ministry of Higher Education, Science, Thailand",Central government,https://opendata.nrct.go.th/api/3,279,active
opendatanepal.com,Open Data Nepal,https://opendatanepal.com,ckan,Open data portal,federal,NP,Nepal,Open Knowledge Nepal,Civil society,https://opendatanepal.com/api/3,0,active
opendatani.gov.uk,Open Data NI,https://www.opendatani.gov.uk,ckan,Open data portal,state,GB,United Kingdom,Digital NI,Central government,https://www.opendatani.gov.uk/api/3,0,active
opendata.ocsb.go.th,"Open Data Office of the Council of State (OCSB), Thailand",https://opendata.ocsb.go.th,ckan,Open data portal,federal,TH,Thailand,"Office of the Council of State (OCSB), Thailand",Central government,https://opendata.ocsb.go.th/api/3,0,active
opendata.com.pk,Open Data Pakistan,https://opendata.com.pk,ckan,Open data portal,federal,PK,Pakistan,Open Data Pakistan,Academy,https://opendata.com.pk/api/3,1471,active
data.dairikab.go.id,Open Data Pemerintah Kabupaten Dairi,https://data.dairikab.go.id,ckan,Open data portal,local,ID,Indonesia,Dairi Regency Government,Local government,https://data.dairikab.go.id/api/3,110,active
opendata.samarindakota.go.id,Open Data Pemerintah Kota Samarinda,https://opendata.samarindakota.go.id,ckan,Open data portal,local,ID,Indonesia,Pemerintah Kota Samarinda,Local government,https://opendata.samarindakota.go.id/api/3,0,active
petic.dcomp.ufs.br,Open Data PETIC,https://petic.dcomp.ufs.br,ckan,Open data portal,state,BR,Brazil,Universidade Federal de Sergipe (UFS),Academy,https://petic.dcomp.ufs.br/api/3,90,active
data.opentransportdata.swiss,Open data platform mobility Switzerland,https://data.opentransportdata.swiss,ckan,Open data portal,federal,CH,Switzerland,Swiss Federal Office of Transport (FOT),Central government,https://data.opentransportdata.swiss/api/3,0,active
datosabiertos.desarrollosocial.gob.ar,Open data portal - Argentine Ministry of Social Development,http://datosabiertos.desarrollosocial.gob.ar,ckan,Open data portal,federal,AR,Argentina,Argentine Ministry of Social Development,Central government,http://datosabiertos.desarrollosocial.gob.ar/api/3,0,active
opendata.sobranie.mk,Open Data Portal - Assembly of the Republic of North Macedonia,https://opendata.sobranie.mk,ckan,Open data portal,federal,MK,Republic of North Macedonia,Assembly of the Republic of North Macedonia,Central government,https://opendata.sobranie.mk/api/3,29,active
dados.cefet-rj.br,Open Data Portal - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ),https://dados.cefet-rj.br,ckan,Open data portal,federal,BR,Brazil,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ),Academy,https://dados.cefet-rj.br/api/3,25,active
datagate.snap4city.org,Open data portal - CKAN,https://datagate.snap4city.org,ckan,Open data portal,federal,IT,Italy,CKAN,Business,https://datagate.snap4city.org/api/3,0,active
opendata.comune.civitavecchia.rm.it,Open data portal - Comune di Civitavecchia,http://opendata.comune.civitavecchia.rm.it,ckan,Open data portal,federal,IT,Italy,Comune di Civitavecchia,Local government,http://opendata.comune.civitavecchia.rm.it/api/3,0,active
dati.comune.crispiano.ta.it,Open data portal - Comune di Crispiano,https://dati.comune.crispiano.ta.it,ckan,Open data portal,federal,IT,Italy,Comune di Crispiano,Local government,,0,active
srv1.comune.martinafranca.ta.it,Open data portal - Comune di Martina Franca,https://srv1.comune.martinafranca.ta.it,ckan,Open data portal,federal,IT,Italy,Comune di Martina Franca,Local government,,0,active
concejoabierto.cdcordoba.gob.ar,Open data portal - Concejo Deliberante de la Ciudad de Córdoba,http://concejoabierto.cdcordoba.gob.ar,ckan,Open data portal,local,AR,Argentina,Concejo Deliberante de la Ciudad de Córdoba,Local government,,0,active
dadosjuventude.ibict.br,Open Data Portal - Dadosjuventude,https://dadosjuventude.ibict.br,ckan,Open data portal,federal,BR,Brazil,Dadosjuventude,Academy,http://dadosjuventude.ibict.br/api/3,0,active
ckan.casaccia.enea.it,Open data portal - ENEA,https://ckan.casaccia.enea.it,ckan,Open data portal,federal,IT,Italy,ENEA,Academy,https://ckan.casaccia.enea.it/api/3,18,active
dados.ufc.br,Open Data Portal - Federal University of Ceará,https://dados.ufc.br,ckan,Open data portal,state,BR,Brazil,Federal University of Ceará,Academy,https://dados.ufc.br/api/3,0,active
catalogo.governoaberto.sp.gov.br,Open Data Portal - Governo San Paulo,http://catalogo.governoaberto.sp.gov.br,ckan,Open data portal,state,BR,Brazil,Governo San Paulo,Regional government,http://catalogo.governoaberto.sp.gov.br/api/3,0,active
hetor.it,Open data portal - Hetor,https://www.hetor.it,ckan,Open data portal,federal,IT,Italy,Hetor,Business,,0,active
dati.retecivica.bz.it,Open data portal - Local Government of Retecivica,https://dati.retecivica.bz.it,ckan,Open data portal,federal,IT,Italy,Local Government of Retecivica,Local government,,0,active
dados.mj.gov.br,Open Data Portal - Ministério da Justiça e Segurança Pública,https://dados.mj.gov.br,ckan,Open data portal,federal,BR,Brazil,Ministério da Justiça e Segurança Pública,Central government,https://dados.mj.gov.br/api/3,31,active
datos.mindef.gov.ar,Open data portal - Ministerio de Defensa Argentina,http://datos.mindef.gov.ar,ckan,Open data portal,federal,AR,Argentina,Ministerio de Defensa Argentina,Central government,,0,active
dados.infraestrutura.gov.br,Open Data Portal - Ministry of Infrastructure,https://dados.infraestrutura.gov.br,ckan,Open data portal,federal,BR,Brazil,Ministry of Infrastructure,Central government,,0,active
datosabiertos.mercedes.gob.ar,Open data portal - Municipalidad de Mercedes,http://datosabiertos.mercedes.gob.ar,ckan,Open data portal,local,AR,Argentina,Municipalidad de Mercedes,Local government,,0,active
datos.villamaria.gob.ar,Open data portal - Municipalidad de Villa María,https://datos.villamaria.gob.ar,ckan,Open data portal,local,AR,Argentina,Municipalidad de Villa María,Local government,,0,active
datos.vivamoscomodoro.gob.ar,Open data portal - Municipality of Comodoro Rivadavia,https://datos.vivamoscomodoro.gob.ar,ckan,Open data portal,local,AR,Argentina,Municipality of Comodoro Rivadavia,Local government,https://datos.vivamoscomodoro.gob.ar/api/3,0,active
datos.bahia.gob.ar,Open data portal - Municipio de Bahía Blanca,https://datos.bahia.gob.ar,ckan,Open data portal,local,AR,Argentina,Municipio de Bahía Blanca,Local government,,0,active
datosabiertos.municipiosanjuan.gob.ar,Open data portal - Municipio San Juan,https://datosabiertos.municipiosanjuan.gob.ar,ckan,Open data portal,local,AR,Argentina,Municipio San Juan,Local government,https://datosabiertos.municipiosanjuan.gob.ar/api/3,0,active
dados.ouropreto.mg.gov.br,Open Data Portal - Prefeitura Municipal de Ouro Preto,https://dados.ouropreto.mg.gov.br,ckan,Open data portal,federal,BR,Brazil,Prefeitura Municipal de Ouro Preto,Local government,https://dados.ouropreto.mg.gov.br/api/3,0,active
dati.regione.umbria.it,Open data portal - Regione Umbria,http://dati.regione.umbria.it/,ckan,Open data portal,state,IT,Italy,Regione Umbria,Regional government,http://dati.regione.umbria.it/api/3,457,active
data.tdm-project.it,Open data portal - Tdm Project,https://data.tdm-project.it,ckan,Open data portal,federal,IT,Italy,Tdm Project,Business,,0,active
datos.tsjbaires.gov.ar,Open data portal - Tribunal Superior de Justicia de la Ciudad,https://datos.tsjbaires.gov.ar,ckan,Open data portal,local,AR,Argentina,Tribunal Superior de Justicia de la Ciudad,Local government,https://datos.tsjbaires.gov.ar/api/3,12,active
dados.esag.udesc.br,Open Data Portal - UDESC ESAG,https://dados.esag.udesc.br,ckan,Open data portal,federal,BR,Brazil,UDESC ESAG,Academy,,0,active
opendata.unibas.it,Open data portal - Unibas,http://opendata.unibas.it,ckan,Open data portal,federal,IT,Italy,Unibas,Academy,http://opendata.unibas.it/api/3,0,active
dados.unb.br,Open Data Portal - Universidade de Brasília (UnB),https://dados.unb.br,ckan,Open data portal,federal,BR,Brazil,Universidade de Brasília (UnB),Academy,,0,active
dados.ufba.br,Open Data Portal - Universidade Federal da Bahia (UFBA),https://dados.ufba.br,ckan,Open data portal,state,BR,Brazil,Universidade Federal da Bahia (UFBA),Academy,https://dados.ufba.br/api/3,0,active
dados.unifei.edu.br,Open Data Portal - Universidade Federal de Itajubá,https://dados.unifei.edu.br,ckan,Open data portal,federal,BR,Brazil,Universidade Federal de Itajubá,Academy,https://dados.unifei.edu.br/api/3,0,active
dados.ufmg.br,Open Data Portal - Universidade Federal de Minas Gerais,https://dados.ufmg.br,ckan,Open data portal,federal,BR,Brazil,Universidade Federal de Minas Gerais,Academy,https://dados.ufmg.br/api/3,23,active
dados.ufpe.br,Open Data Portal - Universidade Federal de Pernambuco (UFPE),https://dados.ufpe.br,ckan,Open data portal,state,BR,Brazil,Universidade Federal de Pernambuco (UFPE),Academy,https://dados.ufpe.br/api/3,17,active
data.qld.gov.au,Open Data Portal | Queensland Government,https://data.qld.gov.au,ckan,Open data portal,state,AU,Australia,Queensland government,Regional government,https://data.qld.gov.au/api/3,188758,active
offenedaten.aachen.de,Open Data Portal Aachen,https://offenedaten.aachen.de,ckan,Open data portal,local,DE,Germany,Team Open Data Aachen,Local government,https://offenedaten.aachen.de/api/3,216,active
opendata.government.bg,Open Data Portal Bulgaria,https://opendata.government.bg,ckan,Open data portal,federal,BG,Bulgaria,Government of Bulgaria,Central government,https://opendata.government.bg/api/3,0,active
opendata.nesdc.go.th,Open Data Portal for Monitoring and Evaluating Government Projects under National Strategy,https://opendata.nesdc.go.th,ckan,Open data portal,federal,TH,Thailand,"Office of the National Economic and Social Development Council, NESDB (Thailand)",Central government,https://opendata.nesdc.go.th/api/3,1668,active
opendata.city.fukuroi.shizuoka.jp,"Open Data Portal Fukuroi City, Shizuoka",https://opendata.city.fukuroi.shizuoka.jp,ckan,Open data portal,local,JP,Japan,Fukuroi City,Local government,https://opendata.city.fukuroi.shizuoka.jp/api/3,0,active
open-data-portal.jp,Open Data Portal Japan,https://www.open-data-portal.jp,ckan,Open data portal,local,JP,Japan,Karatsu City,Local government,,0,active
jerusalem.datacity.org.il,Open data portal Jerusalem,https://jerusalem.datacity.org.il,ckan,Open data portal,state,IL,Israel,Israel Innovation Authority,Central government,https://jerusalem.datacity.org.il/api/3,114,active
opendata.ruhr,Open Data Portal Metropole Ruhr,https://opendata.ruhr,ckan,Open data portal,state,DE,Germany,Projektbüro Digitale Metropole Ruhr,Regional government,https://opendata.ruhr/api/3,0,active
data.health.gov.lk,Open Data Portal Ministry of Health Sri Lanka,https://data.health.gov.lk,ckan,Open data portal,federal,LK,Sri Lanka,inistry of Health Sri Lanka,Business,https://data.health.gov.lk/api/3,0,active
opendata.muenchen.de,Open Data Portal München,https://opendata.muenchen.de,ckan,Open data portal,local,DE,Germany,Landeshauptstadt München,Local government,https://opendata.muenchen.de/api/3,332,active
ckan.dubno-adm.rv.ua,Open Data Portal of Dubno City Administration,https://ckan.dubno-adm.rv.ua,ckan,Open data portal,federal,UA,Ukraine,Local Government of Dubno Adm,Local government,https://ckan.dubno-adm.rv.ua/api/3,0,active
opencom.no,Open Data Portal of Stavanger Municipality,https://opencom.no,ckan,Open data portal,state,NO,Norway,Stavanger Municipality,Regional government,https://opencom.no/api/3,359,active
opendata.agrinio.gov.gr,Open Data Portal of the Municipality of Agrinio,https://opendata.agrinio.gov.gr,ckan,Open data portal,local,GR,Greece,Municipality of Agrinio,Local government,,0,active
opendata.chalandri.gr,Open Data Portal of the Municipality of Chalandri,https://opendata.chalandri.gr,ckan,Open data portal,local,GR,Greece,Chalandri Municipality,Local government,https://opendata.chalandri.gr/api/3,0,active
civilprodata.heraklion.gr,Open Data Portal of the Municipality of Heraklion (Civil Protection),https://civilprodata.heraklion.gr/,ckan,Open data portal,federal,GR,Greece,Municipality of Heraklion,Local government,https://civilprodata.heraklion.gr/api/3,32,active
dadosdesertificacao.pt,Open Data Portal of the National Desertification Observatory,https://dadosdesertificacao.pt,ckan,Open data portal,federal,PT,Portugal,National Desertification Observatory (OND),Academy,https://dadosdesertificacao.pt/api/3,0,active
opendata.rvr.ruhr,Open Data Portal Ruhr,https://opendata.rvr.ruhr,ckan,Open data portal,state,DE,Germany,Regionalverband Ruhr,Regional government,https://opendata.rvr.ruhr/api/3,2946,active
opendata.arnsberg.de,Open Data Portal Stadt Arnsberg,https://opendata.arnsberg.de/,ckan,Open data portal,local,DE,Germany,Stadt Arnsberg,Local government,https://opendata.arnsberg.de/api/3,40,active
opendata.olpe.de,Open Data Portal Stadt Olpe,https://opendata.olpe.de/,ckan,Open data portal,local,DE,Germany,Stadt Olpe,Local government,https://opendata.olpe.de/api/3,8,active
opendata.thanhhoa.gov.vn,Open data portal Thanh Hoa province,https://opendata.thanhhoa.gov.vn,ckan,Open data portal,state,VN,Vietnam,Thanh Hoa province,Regional government,https://opendata.thanhhoa.gov.vn/api/3,85,active
opendata.provincia.padova.it,Open data Provincia di Padova,https://opendata.provincia.padova.it,ckan,Open data portal,local,IT,Italy,Provincia di Padova,Local government,https://opendata.provincia.padova.it/api/3,10,active
data.papuabaratprov.go.id,Open Data Provinsi Papua Barat,https://data.papuabaratprov.go.id,ckan,Open data portal,state,ID,Indonesia,Pemerintah Provinsi Papua Barat,Regional government,,0,active
data.pu.go.id,Open Data PU | Kementerian Pekerjaan Umum,https://data.pu.go.id,ckan,Open data portal,federal,ID,Indonesia,Kementerian Pekerjaan Umum,Central government,,0,active
opendata.pfaff-reallabor.de,Open Data Reallabor Pfaff,https://opendata.pfaff-reallabor.de,ckan,Open data portal,state,DE,Germany,Reallabor Pfaff (EnStadt:Pfaff),Other,https://opendata.pfaff-reallabor.de/api/3,0,active
opendata.int.recitty.com,Open Data Recitty,https://opendata.int.recitty.com/,ckan,Open data portal,federal,World,World,Nexus Geographics,Private,https://opendata.int.recitty.com/api/3,0,active
dati.regione.sicilia.it,Open Data Regione Siciliana,https://dati.regione.sicilia.it,ckan,Open data portal,state,IT,Italy,Regione Siciliana,Regional government,https://dati.regione.sicilia.it/api/3,0,active
opendata.rsadhyatma.jatengprov.go.id,Open Data RS Adhyatma Jateng,https://opendata.rsadhyatma.jatengprov.go.id,ckan,Open data portal,state,ID,Indonesia,RS Adhyatma Jawa Tengah,Regional government,https://opendata.rsadhyatma.jatengprov.go.id/api/3,0,active
opendata.luke.fi,Open Data Service (Luke),https://opendata.luke.fi,ckan,Open data portal,federal,FI,Finland,Natural Resources Center (Luke),Academy,https://opendata.luke.fi/api/3,128,active
opendata.sidoarjokab.go.id,Open Data Sidoarjo,https://opendata.sidoarjokab.go.id,ckan,Open data portal,local,ID,Indonesia,Sidoarjo Regency Government,Local government,https://opendata.sidoarjokab.go.id/api/3,0,active
opendata.smartmannheim.de,Open Data Smart Mannheim,https://opendata.smartmannheim.de,ckan,Open data portal,local,DE,Germany,Stadt Mannheim,Local government,https://opendata.smartmannheim.de/api/3,18,active
opendata.terrassa.cat,Open Data Terrassa Open Data Portal,https://opendata.terrassa.cat,ckan,Open data portal,local,ES,Spain,Open Data Terrassa,Local government,https://opendata.terrassa.cat/api/3,0,active
ckan.tirana.al,Open Data Tirana,https://ckan.tirana.al,ckan,Open data portal,local,AL,Albania,The Municipality of Tirana,Local government,https://ckan.tirana.al/api/3,246,active
opendata.mzv.sk,Open Data údaje MZVEZ SR,https://opendata.mzv.sk,ckan,Open data portal,federal,SK,Slovakia,Ministry of Foreign and European Affairs of the Slovak Republic.,Central government,https://opendata.mzv.sk/api/3,32,active
opendata.ugr.es,Open Data Universidad de Granada,https://opendata.ugr.es/dataset,ckan,Open data portal,state,ES,Spain,Open Data Universidad de Granada,University,https://opendata.ugr.es/api/3,61,active
upvtransparente.upv.es,Open Data UPV (UPVTransparent),https://upvtransparente.upv.es,ckan,Open data portal,state,ES,Spain,Universitat Politècnica de València,Academy,https://upvtransparente.upv.es/api/3,97,active
data.overheid.nl,Open data van de Overheid,https://data.overheid.nl,ckan,Open data portal,federal,NL,Netherlands,The Dutch government,Central government,https://data.overheid.nl/data/api/3,18964,active
data.zagreb.hr,Open Data Zagreb,https://data.zagreb.hr,ckan,Open data portal,local,HR,Croatia,Zagreb City,Local government,http://data.zagreb.hr/api/3,207,active
opendata.leipzig.de,Open Data-Portal der Stadt Leipzig,https://opendata.leipzig.de,ckan,Open data portal,local,DE,Germany,Die Stadt Leipzig,Local government,https://opendata.leipzig.de/api/3,388,active
data.opendevelopmentmekong.net,Open Development Mekong Datahub,https://data.opendevelopmentmekong.net,ckan,Open data portal,federal,TH,Thailand,Open Development Mekong,Civil society,https://data.opendevelopmentmekong.net/api/3,13240,active
rinkiniai.lietuvosfinansai.lt,OPEN FINANCES OF LITHUANIA data portal,https://rinkiniai.lietuvosfinansai.lt,ckan,Open data portal,federal,LT,Lithuania,The Ministry of Finance of the Republic of Lithuania,Central government,https://rinkiniai.lietuvosfinansai.lt/api/3,0,active
data.go.th,Open Government Data of Thailand,https://data.go.th,ckan,Open data portal,federal,TH,Thailand,Government of Thailand,Central government,https://data.go.th/api/3,0,active
open.canada.ca,Open Government Portal - Canada.ca,https://open.canada.ca,ckan,Open data portal,federal,CA,Canada,Government of Canada,Central government,https://open.canada.ca/data/api/3,46664,active
jaljulia.datacity.org.il,Open information portal Jaljulia,https://jaljulia.datacity.org.il,ckan,Open data portal,local,IL,Israel,Jaljulia Local Council,Local government,https://jaljulia.datacity.org.il/api/3,7,active
maale-adummim.datacity.org.il,Open information portal Ma'ale Adumim,https://maale-adummim.datacity.org.il,ckan,Open data portal,local,IL,Israel,Ma'ale Adumim,Local government,https://maale-adummim.datacity.org.il/api/3,32,active
haifa.datacity.org.il,Open information portal Netanya,https://haifa.datacity.org.il,ckan,Open data portal,local,IL,Israel,Haifa city government,Local government,https://haifa.datacity.org.il/api/3,80,active
netanya.datacity.org.il,Open information portal Netanya,https://netanya.datacity.org.il,ckan,Open data portal,local,IL,Israel,Netanya,Local government,https://netanya.datacity.org.il/api/3,28,active
rishonlezion.datacity.org.il,Open information portal Rishon Lezion,https://rishonlezion.datacity.org.il,ckan,Open data portal,local,IL,Israel,Rishon Lezion,Local government,https://rishonlezion.datacity.org.il/api/3,8,active
nosdonnees.fr,Open Knowledge Foundation and Regards Citoyens (formerly) Open data portal,https://nosdonnees.fr,ckan,Open data portal,federal,FR,France,Open Knowledge Foundation and Regards Citoyens (formerly),Civil society,http://nosdonnees.fr/api/3,0,active
csdlcntmgialai.gov.vn,Open repository of information and data on industry and commerce of Gia Lai province.,http://csdlcntmgialai.gov.vn,ckan,Open data portal,state,VN,Vietnam,Gia Lai Provincial Department of Industry and Trade,Regional government,http://csdlcntmgialai.gov.vn/api/3,0,active
data.openstate.eu,Open State Foundation Open Data Portal,https://data.openstate.eu,ckan,Open data portal,federal,NL,Netherlands,Open State Foundation,Civil society,https://data.openstate.eu/api/3,90,active
opentreebase.datacity.org.il,Open Tree Base,https://opentreebase.datacity.org.il,ckan,Open data portal,federal,IL,Israel,The Public Knowledge Workshop,Non-profit,https://opentreebase.datacity.org.il/api/3,26,active
data.openwind.energy,Open Wind Energy,https://data.openwind.energy/,ckan,Open data portal,federal,GB,United Kingdom,Open Wind Energy,Other,,0,active
opendata.schleswig-holstein.de,Open-Data-Leitfaden Schleswig-Holstein,https://opendata.schleswig-holstein.de,ckan,Open data portal,state,DE,Germany,Schleswig-Holstein,Regional government,https://opendata.schleswig-holstein.de/api/3,31203,active
ckan-open-nrw.nrw.de,Open.NRW CKAN,https://ckan-open-nrw.nrw.de,ckan,Open data portal,state,DE,Germany,Landesregierung Nordrhein-Westfalen,Regional government,https://ckan-open-nrw.nrw.de/api/3,11121,active
dati.toscana.it,OpenData - Regione Toscana,https://dati.toscana.it,ckan,Open data portal,state,IT,Italy,Regione Toscana,Regional government,https://dati.toscana.it/api/3,13002,active
opendata.comune.bari.it,Opendata Comune di Bari,https://opendata.comune.bari.it,ckan,Open data portal,local,IT,Italy,Comune di Bari,Local government,https://opendata.comune.bari.it/api/3,0,active
opendata.comune.fano.pu.it,Opendata Comune di Fano,https://opendata.comune.fano.pu.it,ckan,Open data portal,local,IT,Italy,Comune di Fano,Local government,https://opendata.comune.fano.pu.it/api/3,35,active
dati.comune.genova.it,OpenData Comune di Genova,https://dati.comune.genova.it,ckan,Open data portal,local,IT,Italy,Comune di Genova,Local government,https://dati.comune.genova.it/api/3,158,active
opendata.comune.ra.it,Opendata Comune di Ravenna,https://opendata.comune.ra.it,ckan,Open data portal,federal,IT,Italy,Comune di Ravenna,Local government,https://opendata.comune.ra.it/api/3,0,active
opendata.euroinfosicilia.it,OpenData EuroInfoSicilia,https://opendata.euroinfosicilia.it,ckan,Open data portal,local,IT,Italy,OpenData EuroInfoSicilia,Local government,https://opendata.euroinfosicilia.it/api/3,97,active
opendata.fdlmes.gr,Opendata Geoportal - Management Agency of the Mesologi Lagoon,https://opendata.fdlmes.gr,ckan,Open data portal,federal,GR,Greece,Management Agency of the Mesologi Lagoon,Local government,,0,active
opendata.imetb.gr,Opendata Geoportal - Not specified in available sources,https://opendata.imetb.gr,ckan,Open data portal,federal,GR,Greece,Not specified in available sources,Academy,https://opendata.imetb.gr/api/3,0,active
dati.comune.mt.it,OpenData Matera,https://dati.comune.mt.it,ckan,Open data portal,local,IT,Italy,Comune di Matera,Local government,https://dati.comune.mt.it/api/3,250,active
opendata.mmdecin.cz,opendata města Děčín,https://opendata.mmdecin.cz,ckan,Open data portal,federal,CZ,Czech Republic,Magistrát města Děčín,Local government,https://opendata.mmdecin.cz/api/3,0,active
dati.comune.milano.it,OpenData Milano,https://dati.comune.milano.it,ckan,Open data portal,local,IT,Italy,Comune di Milano,Local government,https://dati.comune.milano.it/api/3,2581,active
opendata.gera.de,OpenData Portal Gera,https://opendata.gera.de,ckan,Open data portal,local,DE,Germany,Stadt Gera,Local government,https://opendata.gera.de/api/3,13,active
opendata.kaiserslautern.de,OpenData Portal Kaiserslautern,https://opendata.kaiserslautern.de/,ckan,Open data portal,local,DE,Germany,City of Kaiserslautern,Local government,https://opendata.kaiserslautern.de/api/3,40,active
data.purworejokab.go.id,Opendata Purworejo,https://data.purworejokab.go.id,ckan,Open data portal,local,ID,Indonesia,Pemerintah Kabupaten Purworejo (Purworejo Regency Government),Local government,https://data.purworejokab.go.id/api/3,623,active
opendata.comune.rimini.it,OpenData Rimini - Comune di Rimini,https://opendata.comune.rimini.it,ckan,Open data portal,local,IT,Italy,Comune di Rimini,Local government,https://opendata.comune.rimini.it/api/3,72,active
opendata.regione.sardegna.it,OpenData Sardegna,http://opendata.regione.sardegna.it,ckan,Open data portal,state,IT,Italy,Regione di Sardegna,Regional government,https://dati.regione.sardegna.it/api/3,0,active
opendata.uniba.it,OpenData UniBa,https://opendata.uniba.it,ckan,Open data portal,federal,IT,Italy,University of Bari Aldo Moro,Academy,https://opendata.uniba.it/api/3,105,active
opendata.univaq.it,Opendata Universita degli Studi dell'Aquila,https://opendata.univaq.it,ckan,Open data portal,state,IT,Italy,Universita degli Studi dell'Aquila,Academy,https://opendata.univaq.it/api/3,13,active
opendata.stuttgart.de,OpenData@Stuttgart,https://opendata.stuttgart.de/,ckan,Open data portal,local,DE,Germany,Landeshauptstadt Stuttgart,Local government,https://opendata.stuttgart.de/api/3,110,active
opendataportal.at,OpenDataPortal Katalog (Austria),https://www.opendataportal.at/katalog,ckan,Open data portal,federal,AT,Austria,Cooperation OGD Austria,Central government,https://www.opendataportal.at/katalog/api/3,0,active
openkg.cn,OpenKG Data Catalog,http://openkg.cn,ckan,Open data portal,federal,CN,China,Chinese Information Society of China,Civil society,http://openkg.cn/api/3,0,active
data.openup.org.za,OpenUp Data Catalog,https://data.openup.org.za,ckan,Open data portal,federal,ZA,South Africa,OpenUp Non-profit org.,Civil society,https://data.openup.org.za/api/3,0,active
